HOLE,SAMPID,FROM,TO,MidEast,MidNorth,MidRL,YEAR,FE,SIO2,AL2O3,MN,P,S,MGO,LOI,ASS_TO,WTTOT,WtDry_g_BEST,WtSplit_g_BEST,SI_STRATIGRAPHY_D,GEOZONE_D,CAO,K2O_pct_BEST,MnO_pct_BEST,TIO2,LOI425,LOI650,LO1000,CL_PPM,NA_PPM
DH4~61W,NK_6833_61W,19.8,21.3,542621.65,7437008.06,517.32,1968,64.5,4.5,1.9,-0.01,0.02,-99,-99,2.1,100.76,-99,-99,-99,DG,402,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH4~61W,NK_6834_61W,21.3,22.9,542621.65,7437008.06,515.77,1968,63.7,4.7,1.5,-0.01,0.01,-99,-99,2,99.3,-99,-99,-99,DG,402,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH4~61W,NK_6835_61W,22.9,24.4,542621.65,7437008.06,514.22,1968,54.7,7.9,9.2,-0.01,0.06,-99,-99,4.8,100.24,-99,-99,-99,DG,402,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH4~61W,NK_6836_61W,24.4,25.9,542621.65,7437008.06,512.72,1968,62.2,4.4,4.5,-0.01,0.05,-99,-99,3.4,101.34,-99,-99,-99,DG,402,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH4~61W,NK_6837_61W,25.9,27.4,542621.65,7437008.06,511.22,1968,66.5,2.1,1.2,-0.01,0.03,-99,-99,2.4,100.85,-99,-99,-99,DG,402,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH4~61W,NK_6838_61W,27.4,29,542621.65,7437008.06,509.67,1968,66.4,2.4,1.5,-0.01,0.01,-99,-99,2,100.86,-99,-99,-99,DG,402,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH4~61W,NK_6839_61W,29,30.5,542621.65,7437008.06,508.12,1968,62.3,2.4,4.2,-0.01,0.03,-99,-99,2.9,98.64,-99,-99,-99,DG,402,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH4~61W,NK_6840_61W,30.5,32,542621.65,7437008.06,506.62,1968,66.6,2.4,2,-0.01,0.01,-99,-99,1.6,101.24,-99,-99,-99,DG,402,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH4~61W,NK_6841_61W,32,33.5,542621.65,7437008.06,505.12,1968,66,2.3,1.8,-0.01,0.03,-99,-99,1.7,100.23,-99,-99,-99,DG,402,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH4~61W,NK_6842_61W,33.5,35.1,542621.65,7437008.06,503.57,1968,66.3,1.9,1.4,-0.01,0.03,-99,-99,1.9,100.06,-99,-99,-99,DG,402,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH4~61W,NK_6843_61W,35.1,36.6,542621.65,7437008.06,502.02,1968,65.1,1.6,2.6,-0.01,0.04,-99,-99,2.6,99.97,-99,-99,-99,DG,402,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH4~61W,NK_6844_61W,36.6,38.1,542621.65,7437008.06,500.52,1968,67,1.4,1.3,-0.01,0.03,-99,-99,1.7,100.26,-99,-99,-99,DG,402,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH4~61W,NK_6845_61W,38.1,39.6,542621.65,7437008.06,499.02,1968,66.9,1.2,1.4,-0.01,0.01,-99,-99,1.7,99.97,-99,-99,-99,DG,402,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH4~61W,NK_6846_61W,39.6,41.1,542621.65,7437008.06,497.52,1968,63.7,1.6,3.3,-0.01,0.04,-99,-99,3.2,99.26,-99,-99,-99,DG,402,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH4~61W,NK_6847_61W,41.1,42.7,542621.65,7437008.06,495.97,1968,64.2,1.6,3.1,-0.01,0.05,-99,-99,3.3,99.9,-99,-99,-99,DG,402,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH4~61W,NK_6848_61W,42.7,44.2,542621.65,7437008.06,494.42,1968,56.8,3.6,8.8,-0.01,0.08,-99,-99,6.3,100.09,-99,-99,-99,DG,412,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH4~61W,NK_6849_61W,44.2,45.7,542621.65,7437008.06,492.92,1968,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,DG,412,-99,-99,-99,-99,-99,-99,-99,-99,-99
DH4~61W,NK_6850_61W,45.7,47.2,542621.65,7437008.06,491.42,1968,64.9,1.6,2.1,-0.01,0.07,-99,-99,3.1,99.75,-99,-99,-99,DG,412,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH4~61W,NK_6901_61W,47.2,48.8,542621.65,7437008.06,489.87,1968,60.9,2.2,5.4,-0.01,0.13,-99,-99,5.1,100.07,-99,-99,-99,DG,412,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH4~61W,NK_6902_61W,48.8,50.3,542621.65,7437008.06,488.32,1968,66.3,1,2.2,-0.01,0.07,-99,-99,2.4,100.55,-99,-99,-99,DG,412,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH4~61W,NK_6903_61W,50.3,51.8,542621.65,7437008.06,486.82,1968,66.5,1.1,1.6,-0.01,0.06,-99,-99,2.2,100.11,-99,-99,-99,DG,412,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH4~61W,NK_6904_61W,51.8,53.3,542621.65,7437008.06,485.32,1968,66.3,1.3,1.9,-0.01,0.01,-99,-99,2.2,100.21,-99,-99,-99,DG,412,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH4~61W,NK_6905_61W,53.3,54.9,542621.65,7437008.06,483.77,1968,50.7,9.3,9,-0.01,0.16,-99,-99,6.3,97.45,-99,-99,-99,DG,412,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH4~61W,NK_6906_61W,54.9,56.4,542621.65,7437008.06,482.22,1968,62.5,2.9,2.9,-0.01,0.15,-99,-99,4.9,100.4,-99,-99,-99,DG,412,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH4~61W,NK_6907_61W,56.4,57.9,542621.65,7437008.06,480.72,1968,64.3,1.8,1.5,-0.01,0.11,-99,-99,3.3,98.78,-99,-99,-99,DG,412,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH4~61W,NK_6908_61W,57.9,59.4,542621.65,7437008.06,479.22,1968,65.7,1.3,1.3,-0.01,0.02,-99,-99,3.5,100.08,-99,-99,-99,DG,412,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH4~61W,NK_6909_61W,59.4,61,542621.65,7437008.06,477.67,1968,61.1,3.4,3.8,-0.01,0.16,-99,-99,4.7,99.62,-99,-99,-99,DG,412,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH4~61W,NK_6910_61W,61,62.5,542621.65,7437008.06,476.12,1968,64,2.7,1.4,-0.01,0.17,-99,-99,4,99.99,-99,-99,-99,DG,412,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH4~61W,NK_6911_61W,62.5,64,542621.65,7437008.06,474.62,1968,66.7,1.1,0.9,-0.01,0.11,-99,-99,2.5,100.11,-99,-99,-99,DG,412,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH4~61W,NK_6912_61W,64,65.5,542621.65,7437008.06,473.12,1968,65.2,2.5,1.4,-0.01,0.09,-99,-99,2.7,100.02,-99,-99,-99,DG,412,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH4~61W,NK_6913_61W,65.5,67.1,542621.65,7437008.06,471.57,1968,59.7,6.5,3.8,-0.01,0.11,-99,-99,4.3,100.21,-99,-99,-99,DG,412,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH4~61W,NK_6914_61W,67.1,68.6,542621.65,7437008.06,470.02,1968,65.7,1.8,2.6,-0.01,0.08,-99,-99,2.1,100.62,-99,-99,-99,DG,412,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH4~61W,NK_6915_61W,68.6,70.1,542621.65,7437008.06,468.52,1968,63.6,3.5,2.7,-0.01,0.12,-99,-99,2.9,100.31,-99,-99,-99,DG,412,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH4~61W,NK_6916_61W,70.1,71.6,542621.65,7437008.06,467.02,1968,55.3,8,6.8,-0.01,0.18,-99,-99,5.8,100.08,-99,-99,-99,DG,412,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH4~61W,NK_6917_61W,71.6,73.2,542621.65,7437008.06,465.47,1968,63.7,3.3,3.8,-0.01,0.08,-99,-99,2.4,100.76,-99,-99,-99,DG,422,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH4~61W,NK_6918_61W,73.2,74.7,542621.65,7437008.06,463.92,1968,63.5,3.7,2.9,-0.01,0.09,-99,-99,2.5,100.09,-99,-99,-99,DG,422,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6673_61W,0,1.5,542647.06,7437062.24,546.16,1968,43.4,20.4,6.4,-0.01,0.05,-99,-99,6.4,95.36,-99,-99,-99,JOF,241,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6674_61W,1.5,3,542647.06,7437062.24,544.66,1968,44.4,26.4,3.5,-0.01,0.05,-99,-99,4.7,98.19,-99,-99,-99,JOF,241,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6675_61W,3,4.6,542647.06,7437062.24,543.11,1968,41.7,29.6,3.1,-0.01,0.04,-99,-99,5.3,97.71,-99,-99,-99,JOF,241,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6676_61W,4.6,6.1,542647.06,7437062.24,541.56,1968,43.5,25.6,4,-0.01,0.03,-99,-99,6.3,98.16,-99,-99,-99,JOF,241,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6677_61W,6.1,7.6,542647.06,7437062.24,540.06,1968,47.6,20.6,3.8,-0.01,0.03,-99,-99,5.4,97.92,-99,-99,-99,JOF,241,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6678_61W,7.6,9.1,542647.06,7437062.24,538.56,1968,52.6,14.6,4.4,-0.01,0.03,-99,-99,4.2,98.47,-99,-99,-99,JOF,241,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6679_61W,9.1,10.7,542647.06,7437062.24,537.01,1968,46.9,19.1,5.2,-0.01,0.03,-99,-99,5.8,97.22,-99,-99,-99,JOF,241,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6680_61W,10.7,12.2,542647.06,7437062.24,535.46,1968,53.9,12.3,4.3,-0.01,0.03,-99,-99,4.4,98.13,-99,-99,-99,JOF,241,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6681_61W,12.2,13.7,542647.06,7437062.24,533.96,1968,53.7,12.5,4.1,-0.01,0.01,-99,-99,4.5,97.9,-99,-99,-99,JOF,241,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6682_61W,13.7,15.2,542647.06,7437062.24,532.46,1968,51.6,14,5.9,-0.01,0.02,-99,-99,4.5,98.22,-99,-99,-99,JOF,241,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6683_61W,15.2,16.8,542647.06,7437062.24,530.91,1968,56.1,9.8,4.6,-0.01,0.03,-99,-99,4.1,98.78,-99,-99,-99,JOF,241,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6684_61W,16.8,18.3,542647.06,7437062.24,529.36,1968,47.8,14.5,8.6,-0.01,0.02,-99,-99,6,97.49,-99,-99,-99,JOF,241,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6685_61W,18.3,19.8,542647.06,7437062.24,527.86,1968,48.9,12.4,9.1,-0.01,0.03,-99,-99,6,97.48,-99,-99,-99,JOF,241,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6686_61W,19.8,21.3,542647.06,7437062.24,526.36,1968,48.6,13.3,8.8,-0.01,0.05,-99,-99,5.7,97.4,-99,-99,-99,JOF,241,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6687_61W,21.3,22.9,542647.06,7437062.24,524.81,1968,55,8.8,5.5,-0.01,0.05,-99,-99,4.4,97.45,-99,-99,-99,JOF,241,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6688_61W,22.9,24.4,542647.06,7437062.24,523.26,1968,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,DG,422,-99,-99,-99,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6689_61W,24.4,25.9,542647.06,7437062.24,521.76,1968,53,10.2,6.8,-0.01,0.03,-99,-99,4.5,97.34,-99,-99,-99,DG,422,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6690_61W,25.9,27.4,542647.06,7437062.24,520.26,1968,58.1,6.9,5,-0.01,0.03,-99,-99,4.3,99.34,-99,-99,-99,DG,422,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6691_61W,27.4,29,542647.06,7437062.24,518.71,1968,60.6,6.1,3.6,-0.01,0.09,-99,-99,3.9,100.45,-99,-99,-99,DG,422,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6692_61W,29,30.5,542647.06,7437062.24,517.16,1968,63.9,4.4,2.2,-0.01,0.02,-99,-99,2,100.01,-99,-99,-99,DG,422,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6693_61W,30.5,32,542647.06,7437062.24,515.66,1968,58.6,7.5,4.4,-0.01,0.06,-99,-99,4,99.82,-99,-99,-99,DG,422,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6694_61W,32,33.5,542647.06,7437062.24,514.16,1968,64,4.2,2.2,-0.01,0.06,-99,-99,2.4,100.44,-99,-99,-99,DG,422,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6695_61W,33.5,35.1,542647.06,7437062.24,512.61,1968,59.7,7.2,3.3,-0.01,0.07,-99,-99,3.6,99.61,-99,-99,-99,DG,422,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6696_61W,35.1,36.6,542647.06,7437062.24,511.06,1968,58,7.4,4.9,-0.01,0.1,-99,-99,4.7,100.15,-99,-99,-99,DG,422,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6697_61W,36.6,38.1,542647.06,7437062.24,509.56,1968,61,5.8,3.4,-0.01,0.1,-99,-99,3.6,100.24,-99,-99,-99,DG,422,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6698_61W,38.1,39.6,542647.06,7437062.24,508.06,1968,61.9,5.7,3.1,-0.01,0.06,-99,-99,3.1,100.54,-99,-99,-99,DG,422,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6699_61W,39.6,41.1,542647.06,7437062.24,506.56,1968,61.3,5.2,3.3,-0.01,0.07,-99,-99,2.9,99.2,-99,-99,-99,DG,422,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6700_61W,41.1,42.7,542647.06,7437062.24,505.01,1968,62,5,2.6,-0.01,0.07,-99,-99,2.8,99.2,-99,-99,-99,DG,422,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6751_61W,42.7,44.2,542647.06,7437062.24,503.46,1968,59.8,5.5,4.3,-0.01,0.11,-99,-99,2.5,98.05,-99,-99,-99,DG,422,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6752_61W,44.2,45.7,542647.06,7437062.24,501.96,1968,61,6.5,3,-0.01,0.08,-99,-99,3.4,100.3,-99,-99,-99,DG,422,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6753_61W,45.7,47.2,542647.06,7437062.24,500.46,1968,61.5,5.5,3.3,-0.01,0.07,-99,-99,3,99.89,-99,-99,-99,DG,422,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6754_61W,47.2,48.8,542647.06,7437062.24,498.91,1968,62.7,4.2,2.7,-0.01,0.08,-99,-99,3.1,99.83,-99,-99,-99,DG,422,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6755_61W,48.8,50.3,542647.06,7437062.24,497.36,1968,63.9,3,2.6,-0.01,0.07,-99,-99,2.7,99.82,-99,-99,-99,DG,422,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6756_61W,50.3,51.8,542647.06,7437062.24,495.86,1968,65.1,2.8,2,-0.01,0.06,-99,-99,2.2,100.21,-99,-99,-99,DG,422,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6757_61W,51.8,53.3,542647.06,7437062.24,494.36,1968,61.9,4.3,3.1,-0.01,0.06,-99,-99,2.7,98.74,-99,-99,-99,DG,422,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6758_61W,53.3,54.9,542647.06,7437062.24,492.81,1968,61.8,3.7,2.9,-0.01,0.09,-99,-99,4.2,99.36,-99,-99,-99,DG,422,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6759_61W,54.9,56.4,542647.06,7437062.24,491.26,1968,62.8,3.1,3,-0.01,0.09,-99,-99,4.2,100.29,-99,-99,-99,DG,422,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6760_61W,56.4,57.9,542647.06,7437062.24,489.76,1968,60.5,3,5.3,-0.01,0.09,-99,-99,4.5,99.5,-99,-99,-99,MCS,502,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6761_61W,57.9,59.4,542647.06,7437062.24,488.26,1968,61.5,3.8,4.4,-0.01,0.09,-99,-99,4.1,100.43,-99,-99,-99,MCS,502,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6762_61W,59.4,61,542647.06,7437062.24,486.71,1968,62.2,3.6,3.5,-0.01,0.08,-99,-99,3.6,99.81,-99,-99,-99,MCS,502,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6763_61W,61,62.5,542647.06,7437062.24,485.16,1968,64.4,2.6,2.1,-0.01,0.09,-99,-99,3.1,100.08,-99,-99,-99,MCS,502,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6764_61W,62.5,64,542647.06,7437062.24,483.66,1968,61.1,2,5,-0.01,0.2,-99,-99,5.8,100.61,-99,-99,-99,MCS,502,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6765_61W,64,65.5,542647.06,7437062.24,482.16,1968,63.8,2.2,1.8,-0.01,0.15,-99,-99,4.6,100.16,-99,-99,-99,MCS,502,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6766_61W,65.5,67.1,542647.06,7437062.24,480.61,1968,54.9,6.7,6.3,-0.01,0.21,-99,-99,7,98.97,-99,-99,-99,MCS,502,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6767_61W,67.1,68.6,542647.06,7437062.24,479.06,1968,57.3,5.1,5.1,-0.01,0.19,-99,-99,6.5,99.06,-99,-99,-99,MCS,502,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6768_61W,68.6,70.1,542647.06,7437062.24,477.56,1968,58.9,3.1,5.1,-0.01,0.19,-99,-99,7.5,100.35,-99,-99,-99,MCS,502,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6769_61W,70.1,71.6,542647.06,7437062.24,476.06,1968,50.6,9.4,7.5,-0.01,0.24,-99,-99,8.6,98.39,-99,-99,-99,MCS,601,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6770_61W,71.6,73.2,542647.06,7437062.24,474.51,1968,29.6,37.9,13.9,-0.01,0.09,-99,-99,6.8,101.13,-99,-99,-99,MCS,601,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6771_61W,73.2,74.7,542647.06,7437062.24,472.96,1968,24.3,43,13.9,-0.01,0.08,-99,-99,7.2,99.03,-99,-99,-99,MCS,601,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6772_61W,74.7,76.2,542647.06,7437062.24,471.46,1968,35.7,30.4,10.8,-0.01,0.11,-99,-99,7.2,99.69,-99,-99,-99,MCS,601,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6773_61W,76.2,77.7,542647.06,7437062.24,469.96,1968,22.9,45.4,13.3,-0.01,0.08,-99,-99,7.6,99.22,-99,-99,-99,MCS,601,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6774_61W,77.7,79.2,542647.06,7437062.24,468.46,1968,19.5,48.9,13.6,-0.01,0.05,-99,-99,7.1,97.59,-99,-99,-99,MCS,601,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6775_61W,79.2,80.8,542647.06,7437062.24,466.91,1968,17.5,51.6,14.7,-0.01,0.03,-99,-99,7,98.39,-99,-99,-99,MCS,601,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6776_61W,80.8,82.3,542647.06,7437062.24,465.36,1968,14.5,53.6,15.7,-0.01,0.03,-99,-99,7,97.1,-99,-99,-99,MCS,601,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6777_61W,82.3,83.8,542647.06,7437062.24,463.86,1968,13.1,52.6,17.1,-0.01,0.02,-99,-99,8.4,96.88,-99,-99,-99,MCS,601,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6778_61W,83.8,85.3,542647.06,7437062.24,462.36,1968,13.7,51.5,18.7,-0.01,0.02,-99,-99,8,97.83,-99,-99,-99,MCS,601,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6779_61W,85.3,86.9,542647.06,7437062.24,460.81,1968,6.5,60.7,20.5,-0.01,0.01,-99,-99,7.6,98.12,-99,-99,-99,MCS,601,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6780_61W,86.9,88.4,542647.06,7437062.24,459.26,1968,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,MCS,601,-99,-99,-99,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6781_61W,88.4,89.9,542647.06,7437062.24,457.76,1968,39.4,25.1,8.6,-0.01,0.03,-99,-99,9.1,99.2,-99,-99,-99,MCS,601,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH5~61W,NK_6782_61W,89.9,91.4,542647.06,7437062.24,456.26,1968,43.2,23.5,5.9,-0.01,0.04,-99,-99,7.7,98.96,-99,-99,-99,MCS,601,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH6~61W,NK_6483_61W,0,1.5,542672.33,7437115.43,545.79,1968,38.9,23.5,8.7,-0.01,0.18,-99,-99,8.1,96.33,-99,-99,-99,JOF,265,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH6~61W,NK_6484_61W,1.5,3,542672.33,7437115.43,544.29,1968,51.1,15.6,3.7,-0.01,0.16,-99,-99,6,98.73,-99,-99,-99,JOF,265,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH6~61W,NK_6485_61W,3,4.6,542672.33,7437115.43,542.74,1968,51.9,16.3,1.6,-0.01,0.15,-99,-99,7.7,100.15,-99,-99,-99,JOF,265,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH6~61W,NK_6486_61W,4.6,6.1,542672.33,7437115.43,541.19,1968,48.9,23.4,2,-0.01,0.11,-99,-99,4.3,99.87,-99,-99,-99,JOF,265,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH6~61W,NK_6487_61W,6.1,7.6,542672.33,7437115.43,539.69,1968,55.2,12.5,2.8,-0.01,0.13,-99,-99,4.7,99.22,-99,-99,-99,JOF,265,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH6~61W,NK_6488_61W,7.6,9.1,542672.33,7437115.43,538.19,1968,49.7,19,4.6,-0.01,0.12,-99,-99,5.7,100.63,-99,-99,-99,JOF,265,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH6~61W,NK_6489_61W,9.1,10.7,542672.33,7437115.43,536.64,1968,55.2,12.5,2.1,-0.01,0.2,-99,-99,5.5,99.48,-99,-99,-99,JOF,265,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH6~61W,NK_6490_61W,10.7,12.2,542672.33,7437115.43,535.09,1968,58.9,9.2,3.2,-0.01,0.13,-99,-99,4,100.91,-99,-99,-99,JOF,265,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH6~61W,NK_6491_61W,12.2,13.7,542672.33,7437115.43,533.59,1968,60.4,6.7,3,-0.01,0.1,-99,-99,4,100.28,-99,-99,-99,JOF,252,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH6~61W,NK_6492_61W,13.7,15.2,542672.33,7437115.43,532.09,1968,60.7,6.2,3.1,-0.01,0.09,-99,-99,4,100.29,-99,-99,-99,JOF,252,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH6~61W,NK_6493_61W,15.2,16.8,542672.33,7437115.43,530.54,1968,60.3,5.5,2.7,-0.01,0.05,-99,-99,4.1,98.63,-99,-99,-99,JOF,252,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH6~61W,NK_6494_61W,16.8,18.3,542672.33,7437115.43,528.99,1968,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,UDF,90,-99,-99,-99,-99,-99,-99,-99,-99,-99
DH6~61W,NK_6495_61W,18.3,19.8,542672.33,7437115.43,527.49,1968,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,UDF,90,-99,-99,-99,-99,-99,-99,-99,-99,-99
DH6~61W,NK_6496_61W,19.8,21.3,542672.33,7437115.43,525.99,1968,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,UDF,90,-99,-99,-99,-99,-99,-99,-99,-99,-99
DH6~61W,NK_6497_61W,21.3,22.9,542672.33,7437115.43,524.44,1968,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,DG,422,-99,-99,-99,-99,-99,-99,-99,-99,-99
DH6~61W,NK_6498_61W,22.9,24.4,542672.33,7437115.43,522.89,1968,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,DG,422,-99,-99,-99,-99,-99,-99,-99,-99,-99
DH6~61W,NK_6499_61W,24.4,25.9,542672.33,7437115.43,521.39,1968,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,DG,422,-99,-99,-99,-99,-99,-99,-99,-99,-99
DH6~61W,NK_6500_61W,25.9,27.4,542672.33,7437115.43,519.89,1968,62.9,2.2,1.3,-0.01,0.06,-99,-99,2.2,95.77,-99,-99,-99,DG,422,-99,-99,-0.01,-99,-99,-99,-99,-99,-99
DH6~61W,NK_6651_61W,27.4,29,542672.33,7437115.43,518.34,1968,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,MCS,502,-99,-99,-99,-99,-99,-99,-99,-99,-99
DH6~61W,NK_6652_61W,29,30.5,542672.33,7437115.43,516.79,1968,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,MCS,502,-99,-99,-99,-99,-99,-99,-99,-99,-99
